Street_Num,Street_Nam,Borough,BBL0,BBL1,BBL2,BBL3,BBL4,BBL5,BBL6,BBL7,BBL8,BBL9,BBL10,BBL11,BBL12,BBL13,BBL14,BBL15,BBL16,OER_Progra,Class,NTA
"125",3rd Avenue,Brooklyn,3003950003.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"4907",4th Avenue,Brooklyn,3007830006.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Sunset Park West
"50",Greenpoint Avenue,Brooklyn,3025620001.00000000000,3025627501.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Greenpoint
"72",Throop Avenue,Brooklyn,3022660026.99999952316,3022660027.99999952316,3022660029.00000000000,3022667507.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Bedford
"112",Emerson Place,Brooklyn,3018940054.00000000000,3018940055.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Clinton Hill
"235",North 9th Street,Brooklyn,3023070027.00000000000,3023070032.99999952316,3023070036.00000000000,3023070038.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),North Side-South Side
"250",North 10th Street,Brooklyn,3023070000.99999952316,3023070014.00000000000,3023070016.00000000000,3023070019.00000000000,3023070031.00000047684,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),North Side-South Side
"1146",Fulton Street,Brooklyn,3020170008.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Clinton Hill
"1676",Broadway,Brooklyn,3015030029.00000000000,3015037501.00000000000,3015030031.00000047684,3015030034.00000000000,3015030038.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,VCP (Enrolled),Completed (C),Ocean Hill
"901",Myrtle Avenue,Brooklyn,3017470034.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Bedford
"408",Manhattan Avenue,Brooklyn,3027340007.00000000000,3027340004.00000047684,3027340005.00000047684,3027347502.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),East Williamsburg
"1326",Ocean Avenue,Brooklyn,3067030055.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Flatbush
"66",Ainslie Street,Brooklyn,3023750005.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),North Side-South Side
"1345",Rogers Avenue,Brooklyn,3052290015.00000000000,3052290017.00000000000,3052290010.99999952316,3052290053.99999952316,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Flatbush
"317",KENT AVENUE,Brooklyn,3024280001.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),North Side-South Side
"146",West Street,Brooklyn,3025310000.99999952316,3025310002.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Greenpoint
"5111",4th Avenue,Brooklyn,3007990006.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Sunset Park West
"137",Bayard Street,Brooklyn,3027190031.99999952316,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Greenpoint
"544",Union Avenue,Brooklyn,3027360001.00000000000,3027360009.00000000000,3027360048.00000047684,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),North Side-South Side
"24",Hillel Place,Brooklyn,3075570124.00000000000,3075570124.00000000000,3075570120.00000000000,3075570120.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Flatbush
"120",Kings Highway,Brooklyn,3062530028.00000000000,3062530029.00000000000,3062530030.00000000000,3062530032.00000047684,3062530032.99999952316,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Bensonhurst East
"1068",Fulton Street,Brooklyn,3020160012.00000000000,3020160014.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Clinton Hill
"1875",Atlantic Avenue,Brooklyn,3017130007.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Crown Heights North
"818",Lexington Avenue,Brooklyn,3016280021.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Stuyvesant Heights
"187",KENT AVENUE,Brooklyn,3023570004.00000000000,3023570000.99999952316,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),North Side-South Side
"308",NORTH 7TH STREET,Brooklyn,3023310015.00000000000,3023310009.00000000000,3023310010.00000047684,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),North Side-South Side
"172",Nassau Street,Brooklyn,3001080012.00000000000,3001080015.00000047684,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"376",Wallabout Street,Brooklyn,3022660014.00000000000,3022660015.00000047684,3022660016.00000047684,3022660016.99999952316,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Bedford
"527",Flushing Avenue,Brooklyn,3022630056.00000000000,3022637509.99999952316,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Bedford
"291",Metropolitan Avenue,Brooklyn,3023530013.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),North Side-South Side
"1035",Fulton Street,Brooklyn,3019920012.00000000000,3019920013.00000000000,3019920015.00000047684,3019920015.99999952316,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Clinton Hill
"566",Carroll Street,Brooklyn,3009610007.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Park Slope-Gowanus
"531",Waverly Avenue,Brooklyn,3020120001.00000000000,3020120069.00000047684,3020120069.99999952316,3020120071.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Clinton Hill
"156",Tillary Street,Brooklyn,3001330015.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"840",Fulton Street,Brooklyn,3020100025.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Clinton Hill
"37",Duffield Street,Brooklyn,3001210018.00000000000,3001210019.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"47",WALTON STREET,Brooklyn,3022450062.00000000000,3022450060.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Williamsburg
"977",Manhattan Avenue,Brooklyn,3025320045.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Greenpoint
"8",Rockaway Avenue,Brooklyn,3015070031.99999952316,3015070032.99999952316,3015070035.00000000000,3015070036.00000000000,3015070037.00000000000,3015070039.00000000000,3015070041.00000000000,3015077501.00000000000,0.00000000000,0.00000000000,,,,,,,,VCP (Enrolled),Completed (C),Ocean Hill
"81",Junius Street,Brooklyn,3036960001.00000000000,3036960010.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,VCP (Enrolled),Completed (C),Brownsville
"107",Union Street,Brooklyn,3003350042.00000047684,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,VCP (Enrolled),Completed (C),Carroll Gardens-Columbia Street-Red Hook
"583",FRANKLIN AVENUE,Brooklyn,3011990003.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Crown Heights North
"417",Manhattan Avenue,Brooklyn,3027230029.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Greenpoint
"498",Leonard Street,Brooklyn,3026980011.00000000000,3026980010.00000000000,3026980009.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Greenpoint
"71",North 7th Street,Brooklyn,3023170018.00000000000,3023170030.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),North Side-South Side
"89",GRAND STREET,Brooklyn,3023790042.00000047684,3023790040.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,VCP (Enrolled),Completed (C),North Side-South Side
"52",Throop Avenue,Brooklyn,3022500026.99999952316,3022500027.99999952316,3022500029.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Bedford
"101",West Street,Brooklyn,3025560055.00000000000,3025560057.00000000000,3025560058.00000047684,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,,"VCP (Enrolled), E/RD (Review)",Completed (C),Greenpoint
